,preqin,score,unpri match,Firm Name,preqin_clean
378,islamic corporation for the development of the private sector,0.4791666666666667,,Islamic Corporation for the Development of the Private Sector,islamic corporation for the development of the private sector
379,newton investment management,1.0,newton investment management,Newton Investment Management,newton investment management
380,millburn ridgefield corporation,0.6557377049180327,,Millburn Ridgefield Corporation,millburn ridgefield corporation
381,ofi asset management,1.0,ofi asset management,OFI Asset Management,ofi asset management
382,headstart advisers,0.631578947368421,,HeadStart Advisers,headstart advisers
383,headstart advisers,0.631578947368421,,HeadStart Advisers,headstart advisers
384,abu dhabi capital management,0.84,,Abu Dhabi Capital Management,abu dhabi capital management
385,tiedemann wealth management,0.8085106382978723,,Tiedemann Wealth Management,tiedemann wealth management
386,conrad capital management,0.8846153846153846,,Conrad Capital Management,conrad capital management
387,sands capital management,0.9056603773584906,,Sands Capital Management,sands capital management
388,aether investment partners,0.8679245283018868,,Aether Investment Partners,aether investment partners
389,perennial capital advisors,0.8,,Perennial Capital Advisors,perennial capital advisors
390,deka immobilien luxembourg,0.5384615384615384,,Deka Immobilien Luxembourg,deka immobilien luxembourg
391,five arrows managers,0.65,,Five Arrows Managers,five arrows managers
392,crossbow partners,0.7142857142857143,,Crossbow Partners,crossbow partners
393,crossbow partners,0.7142857142857143,,Crossbow Partners,crossbow partners
394,swisscanto invest by zürcher kantonalbank,0.7012987012987013,,Swisscanto Invest by Zürcher Kantonalbank,swisscanto invest by zürcher kantonalbank
395,versus capital,0.8,,Versus Capital,versus capital
396,montana capital partners,0.9411764705882353,montana capital partners ag,Montana Capital Partners,montana capital partners
397,fpa,0.6666666666666666,,FPA,fpa
398,feg investors,0.8461538461538461,,FEG Investors,feg investors
399,amundi private equity,0.8292682926829268,,Amundi Private Equity,amundi private equity
400,amundi private equity,0.8292682926829268,,Amundi Private Equity,amundi private equity
401,cross shore capital management,0.8135593220338984,,Cross Shore Capital Management,cross shore capital management
402,abante asesores,0.6060606060606061,,Abante Asesores,abante asesores
403,eih plc,0.6,,EIH PLC,eih plc
404,candriam,0.6666666666666666,,Candriam,candriam
405,scs financial,0.6451612903225806,,SCS Financial,scs financial
406,hedge invest,0.782608695652174,,Hedge Invest,hedge invest
407,axis participaciones,0.6511627906976745,,AXIS Participaciones,axis participaciones
408,bainbridge partners,0.7647058823529411,,Bainbridge Partners,bainbridge partners
409,sauren group,0.7619047619047619,,Sauren Group,sauren group
410,pluscios management,0.7317073170731707,,Pluscios Management,pluscios management
411,trader capital management,0.8936170212765957,,Trader Capital Management,trader capital management
412,persimmon capital management,0.8727272727272727,,Persimmon Capital Management,persimmon capital management
413,cimarron group,0.782608695652174,,Cimarron Group,cimarron group
414,cimarron group,0.782608695652174,,Cimarron Group,cimarron group
415,mpep luxembourg management s.à rl,0.6440677966101694,,MPEP Luxembourg Management S.à rl,mpep luxembourg management s.à rl
416,multiplicity partners,0.6976744186046512,,Multiplicity Partners,multiplicity partners
417,certior capital,0.8148148148148148,,Certior Capital,certior capital
418,yielco investments,0.9230769230769231,,YIELCO Investments,yielco investments
419,progressive capital partners,0.7916666666666666,,Progressive Capital Partners,progressive capital partners
420,aim capital,0.9090909090909091,,AIM Capital,aim capital
421,aim capital,0.9090909090909091,,AIM Capital,aim capital
422,prime aifm lux s.a.,0.5294117647058824,,Prime AIFM Lux S.A.,prime aifm lux s.a.
423,capricorn investment group,0.9122807017543859,,Capricorn Investment Group,capricorn investment group
424,mantra investment partners,0.875,,Mantra Investment Partners,mantra investment partners
425,igea finance,0.75,,IGEA Finance,igea finance
426,bankinvest,1.0,bankinvest,BankInvest,bankinvest
427,27four investment managers,1.0,27four investment managers,27four Investment Managers,27four investment managers
428,collwick capital,0.8,,Collwick Capital,collwick capital
429,azure partners,0.8,,Azure Partners,azure partners
430,nordea investment funds,0.7368421052631579,,Nordea Investment Funds,nordea investment funds
431,nordea investment funds,0.7368421052631579,,Nordea Investment Funds,nordea investment funds
432,lazard asset management,0.92,,Lazard Asset Management,lazard asset management
433,azimut capital management,0.9803921568627451,azimuth capital management,Azimut Capital Management,azimut capital management
434,longitude group,0.6666666666666666,,Longitude Group,longitude group
435,traveller capital advisors,0.7272727272727273,,Traveller Capital Advisors,traveller capital advisors
436,davy asset management,1.0,davy asset management,Davy Asset Management,davy asset management
437,accumulus capital management,0.8461538461538461,,Accumulus Capital Management,accumulus capital management
438,walbert capital management,0.9056603773584906,,Walbert Capital Management,walbert capital management
439,nuveen,0.6666666666666666,,Nuveen,nuveen
440,qwin capital,0.8333333333333334,,QWin Capital,qwin capital
441,qwin capital,0.8333333333333334,,QWin Capital,qwin capital
442,rays capital partners,0.8837209302325582,,RAYS Capital Partners,rays capital partners
443,riam alternative investments,0.9122807017543859,,RIAM Alternative Investments,riam alternative investments
444,mariner investment group,0.8888888888888888,,Mariner Investment Group,mariner investment group
445,sango capital management,0.875,,Sango Capital Management,sango capital management
446,partners capital investment group,0.7142857142857143,,Partners Capital Investment Group,partners capital investment group
447,institute for financial research,0.6206896551724138,,Institute for Financial Research,institute for financial research
448,comgest,1.0,comgest,Comgest,comgest
449,james river capital corp.,0.64,,James River Capital Corp.,james river capital corp.
450,polaris investment partners,0.8679245283018868,,Polaris Investment Partners,polaris investment partners
451,sonen capital,1.0,sonen capital,Sonen Capital,sonen capital
452,talson capital management,0.88,,Talson Capital Management,talson capital management
453,talson capital management,0.88,,Talson Capital Management,talson capital management
454,1919 investment counsel,1.0,1919 investment counsel,1919 Investment Counsel,1919 investment counsel
455,pictet alternative advisors,0.9473684210526315,pictet alternative advisors sa,Pictet Alternative Advisors,pictet alternative advisors
456,navigator capital partners,0.8627450980392157,,Navigator Capital Partners,navigator capital partners
457,cgp investment,0.8275862068965517,,CGP Investment,cgp investment
458,agf investments,0.8823529411764706,,AGF Investments,agf investments
459,old mutual multi-managers,0.5714285714285714,,Old Mutual Multi-Managers,old mutual multi-managers
460,brandes investment partners,1.0,brandes investment partners,Brandes Investment Partners,brandes investment partners
461,falcon money management,0.7111111111111111,,Falcon Money Management,falcon money management
462,ty danjuma family office,0.8571428571428571,,TY Danjuma Family Office,ty danjuma family office
463,north sea capital,0.8947368421052632,,North Sea Capital,north sea capital
464,astorius capital,0.8,,Astorius Capital,astorius capital
465,first analysis,0.6428571428571429,,First Analysis,first analysis
466,sapphire management,0.7368421052631579,,Sapphire Management,sapphire management
467,dex capital gestão de recursos,0.6376811594202898,,DEX Capital Gestão de Recursos,dex capital gestão de recursos
468,obviam,0.8,,Obviam,obviam
469,ebrd,0.5714285714285714,,EBRD,ebrd
470,commenda private equity,0.8,,Commenda Private Equity,commenda private equity
471,cdp investimenti,0.8235294117647058,,CDP Investimenti,cdp investimenti
472,abn amro bank n.v.,1.0,abn amro bank n.v.,ABN AMRO Bank N.V.,abn amro bank n.v.
473,sustainable insight capital management,1.0,sustainable insight capital management,Sustainable Insight Capital Management,sustainable insight capital management
474,bpifrance investissement,1.0,bpifrance investissement,Bpifrance Investissement,bpifrance investissement
475,oppenheimer asset management,0.8085106382978723,,Oppenheimer Asset Management,oppenheimer asset management
476,hermes infrastructure,0.7083333333333334,,Hermes Infrastructure,hermes infrastructure
477,obligo investment management,0.8727272727272727,,Obligo Investment Management,obligo investment management
478,spectra investments,0.8108108108108109,,Spectra Investments,spectra investments
479,spectra investments,0.8108108108108109,,Spectra Investments,spectra investments
480,ab,0.5,,AB,ab
481,quantium capital,0.7741935483870968,,Quantium Capital,quantium capital
482,waldman capital management,0.8679245283018868,,Waldman Capital Management,waldman capital management
483,eea fund management,0.8947368421052632,,EEA Fund Management,eea fund management
484,swancap partners,0.8125,,SwanCap Partners,swancap partners
485,chinus asset management,0.9047619047619048,,Chinus Asset Management,chinus asset management
486,global selection sgr spa,0.6818181818181818,,Global Selection SGR SpA,global selection sgr spa
487,bolster investment partners,0.8727272727272727,,Bolster Investment Partners,bolster investment partners
488,qatar abu dhabi investment company,0.6229508196721312,,Qatar Abu Dhabi Investment Company,qatar abu dhabi investment company
489,axa venture partners,0.8421052631578947,,AXA Venture Partners,axa venture partners
490,gemini alternative funds,0.6037735849056604,,Gemini Alternative Funds,gemini alternative funds
491,proval invest,0.75,,Proval Invest,proval invest
492,bienville capital management,0.8461538461538461,,Bienville Capital Management,bienville capital management
493,langley ehf,0.5,,Langley ehf,langley ehf
494,wolf point asset management,0.851063829787234,,Wolf Point Asset Management,wolf point asset management
495,privium fund management,0.8260869565217391,,Privium Fund Management,privium fund management
496,alternative capital advisers,0.7272727272727273,,Alternative Capital Advisers,alternative capital advisers
497,resonance,0.625,,Resonance,resonance
498,columbia threadneedle investments,0.6666666666666666,,Columbia Threadneedle Investments,columbia threadneedle investments
499,advisor fondförvaltning,0.6938775510204082,,Advisor Fondförvaltning,advisor fondförvaltning
500,woodman asset management,0.851063829787234,,Woodman Asset Management,woodman asset management
501,woodman asset management,0.851063829787234,,Woodman Asset Management,woodman asset management
502,community investment management,0.9393939393939394,community investment management llc,Community Investment Management,community investment management
503,portas capital,0.7857142857142857,,Portas Capital,portas capital
